sample,t_travel_us,dt_star_y,eta_sup,peak_p_MPa,peak_q_MPa,peak_failure_index,final_D,central_damage_fraction,symmetry_index,final_W_input_MJ_m3,final_W_elastic_MJ_m3,final_W_diss_MJ_m3
"Sandstone asynchronous XYZ, Ax=Ay=Az=400 MPa, td=200 us, delays 80/160 us",19.937402037376884,4.012558900604152,1.6180339860070065,237.40453153749186,392.93886414040577,5.589181693739504,0.9999999999999997,0.31547809774490904,1.0,2.0341048994915872e-14,0.03283333333333333,2.0337898032352086e-14
